Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,
,3,AIQ,GEN,Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,0+1(VV),"₹50,000*","₹54,025*",2*,"₹40,00,000*",1737,1449(4),1907(4),2052(4),-,-,1197(3),1846(3),1846(3),-,-,947(3),913(3),913(3)
,1,AIQ,GEN,West Bengal,"Govt. Med College, Kolkata",RADIO DIAGNOSIS,1,"₹12,000*","₹61,634",3*,"₹30,00,000*",2668,359(1),878(1),878(1),-,-,152(1),545(1),605(1),-,-,915(1),897(1),922(1)
,2,AIQ,GEN,West Bengal,"Govt. Med College, Kolkata",RADIO DIAGNOSIS,0+1(VV),"₹12,000*","₹61,634",3*,"₹30,00,000*",2668,359(1),878(1),878(1),-,-,152(1),545(1),605(1),-,-,915(1),897(1),922(1)
,3,AIQ,GEN,West Bengal,"Govt. Med College, Kolkata",RADIO DIAGNOSIS,0+1(VV),"₹12,000*","₹61,634",3*,"₹30,00,000*",2668,359(1),878(1),878(1),-,-,152(1),545(1),605(1),-,-,915(1),897(1),922(1)
,1,AIQ,EWS,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,1,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1050,-,-,-,-,-,732(1),1075(1),1075(1),-,-,881(1),930(1),930(1)
,2,AIQ,EWS,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,0+1(VV),"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1050,-,-,-,-,-,732(1),1075(1),1075(1),-,-,881(1),930(1),930(1)
,3,AIQ,EWS,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,0+1(VV),"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1050,-,-,-,-,-,732(1),1075(1),1075(1),-,-,881(1),930(1),930(1)
,1,AIQ,OBC,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,1,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1894(1),2074(1),2074(1),-,-,2436(2),2447(2),2447(2),-,-,1753(1),2398(1),931(1)
,2,AIQ,OBC,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,1,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1894(1),2074(1),2074(1),-,-,2436(2),2447(2),2447(2),-,-,1753(1),2398(1),931(1)
,3,AIQ,OBC,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,1,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1894(1),2074(1),2074(1),-,-,2436(2),2447(2),2447(2),-,-,1753(1),2398(1),931(1)
,4,AIQ,OBC,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,1,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1894(1),2074(1),2074(1),-,-,2436(2),2447(2),2447(2),-,-,1753(1),2398(1),931(1)
,1,AIQ,OBC,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,1,"₹54,700*","₹1,26,725",2*,"₹40,00,000*",4500,756(2),756(2),1390(2),-,-,318(1),382(1),382(1),-,-,596(1),938(1),938(1)
,2,AIQ,OBC,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,1,"₹54,700*","₹1,26,725",2*,"₹40,00,000*",4500,756(2),756(2),1390(2),-,-,318(1),382(1),382(1),-,-,596(1),938(1),938(1)
,3,AIQ,OBC,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,0+1(VV),"₹54,700*","₹1,26,725",2*,"₹40,00,000*",4500,756(2),756(2),1390(2),-,-,318(1),382(1),382(1),-,-,596(1),938(1),938(1)
,1,AIQ,GEN,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,3,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1135,691(2),691(2),691(2),-,-,394(2),394(2),816(2),2186(1),3394(1),578(3),787(3),946(3)
,2,AIQ,GEN,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,1+2(VV),"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1135,691(2),691(2),691(2),-,-,394(2),394(2),816(2),2186(1),3394(1),578(3),787(3),946(3)
,3,AIQ,GEN,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,1+2(VV),"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1135,691(2),691(2),691(2),-,-,394(2),394(2),816(2),2186(1),3394(1),578(3),787(3),946(3)
,1,AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",OBG,3,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,495(3),1432(3),1646(3),-,-,894(3),1903(3),2567(3),-,-,949(3),949(3),949(3)
,1,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,3,"₹1,25,000*","₹1,04,346*",0*,₹0*,2080,195(2),370(2),563(2),-,-,487(5),649(5),791(5),3667(1),-,498(3),498(3),950(3)
,2,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,2+1(VV),"₹1,25,000*","₹1,04,346*",0*,₹0*,2080,195(2),370(2),563(2),-,-,487(5),649(5),791(5),3667(1),-,498(3),498(3),950(3)
,3,AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,1+2(VV),"₹1,25,000*","₹1,04,346*",0*,₹0*,2080,195(2),370(2),563(2),-,-,487(5),649(5),791(5),3667(1),-,498(3),498(3),950(3)
,1,AIQ,OBC,Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,2,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,956(2),1498(2),1498(2),-,-,1005(2),1514(2),1514(2),-,-,560(2),889(2),955(2)
,2,AIQ,OBC,Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,2,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,956(2),1498(2),1498(2),-,-,1005(2),1514(2),1514(2),-,-,560(2),889(2),955(2)
,3,AIQ,OBC,Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,956(2),1498(2),1498(2),-,-,1005(2),1514(2),1514(2),-,-,560(2),889(2),955(2)
,1,AIQ,OBC,Delhi,"VMMC, Delhi",ORTHOPAEDICS,2,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,1016(2),1016(2),1016(2),-,-,3032(2),3032(2),3032(2),-,-,956(2),956(2),956(2)
,2,AIQ,OBC,Delhi,"VMMC, Delhi",ORTHOPAEDICS,0+1(VV),"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,1016(2),1016(2),1016(2),-,-,3032(2),3032(2),3032(2),-,-,956(2),956(2),956(2)
,3,AIQ,OBC,Delhi,"VMMC, Delhi",ORTHOPAEDICS,0+1(VV),"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,1016(2),1016(2),1016(2),-,-,3032(2),3032(2),3032(2),-,-,956(2),956(2),956(2)
,1,AIQ,GEN,Rajasthan,"RNT, Udaipur",GENERAL MEDICINE,2,"₹14,093*","₹87,216*",2,"₹1,50,00,000",2206,1186(4),1186(4),1186(4),-,-,1125(7),1302(7),1500(7),-,-,609(2),946(2),960(2)
,2,AIQ,GEN,Rajasthan,"RNT, Udaipur",GENERAL MEDICINE,0+2(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",2206,1186(4),1186(4),1186(4),-,-,1125(7),1302(7),1500(7),-,-,609(2),946(2),960(2)
,3,AIQ,GEN,Rajasthan,"RNT, Udaipur",GENERAL MEDICINE,0+2(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",2206,1186(4),1186(4),1186(4),-,-,1125(7),1302(7),1500(7),-,-,609(2),946(2),960(2)
,1,AIQ,SC,West Bengal,"Govt. Med College, Kolkata",DERMATOLOGY,1,"₹12,000*","₹61,634",3*,"₹30,00,000*",2668,-,-,-,-,-,1155(1),1155(1),1155(1),-,-,971(1),971(1),971(1)
,2,AIQ,SC,West Bengal,"Govt. Med College, Kolkata",DERMATOLOGY,0+1(VV),"₹12,000*","₹61,634",3*,"₹30,00,000*",2668,-,-,-,-,-,1155(1),1155(1),1155(1),-,-,971(1),971(1),971(1)
,3,AIQ,SC,West Bengal,"Govt. Med College, Kolkata",DERMATOLOGY,0+1(VV),"₹12,000*","₹61,634",3*,"₹30,00,000*",2668,-,-,-,-,-,1155(1),1155(1),1155(1),-,-,971(1),971(1),971(1)
,1,DNB Post MBBS,GEN,Kerala,"Aster Medcity, Kochi",DNBRADIO DIAGNOSIS,2,"₹1,25,000","₹57,876",0,₹0,500,1508(2),2421(2),2421(2),-,-,1492(2),1492(2),1492(2),-,-,882(2),972(2),972(2)
,2,DNB Post MBBS,GEN,Kerala,"Aster Medcity, Kochi",DNBRADIO DIAGNOSIS,0+2(VV),"₹1,25,000","₹57,876",0,₹0,500,1508(2),2421(2),2421(2),-,-,1492(2),1492(2),1492(2),-,-,882(2),972(2),972(2)
,3,DNB Post MBBS,GEN,Kerala,"Aster Medcity, Kochi",DNBRADIO DIAGNOSIS,0+2(VV),"₹1,25,000","₹57,876",0,₹0,500,1508(2),2421(2),2421(2),-,-,1492(2),1492(2),1492(2),-,-,882(2),972(2),972(2)
,1,AIQ,EWS,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,1,"₹30,000*","₹60,823",0*,₹0*,1030,847(1),1115(1),1115(1),-,-,-,-,-,-,-,755(1),974(1),974(1)
,2,AIQ,EWS,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,1,"₹30,000*","₹60,823",0*,₹0*,1030,847(1),1115(1),1115(1),-,-,-,-,-,-,-,755(1),974(1),974(1)
,3,AIQ,EWS,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,0+1(VV),"₹30,000*","₹60,823",0*,₹0*,1030,847(1),1115(1),1115(1),-,-,-,-,-,-,-,755(1),974(1),974(1)
,1,AIQ,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,3,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,926(3),916(3),916(3),-,-,920(3),1168(3),1168(3),-,-,904(3),979(3),979(3)
