Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,
,3,AIQ,GEN,Maharashtra,"Topiwala, Mumbai",GENERAL MEDICINE,0+3(VV),"₹1,57,100*","₹93,559",1,"₹50,00,000",1300,231(3),361(3),361(3),-,-,290(3),362(3),362(3),-,-,294(3),348(3),373(3)
,1,AIQ,GEN,Kerala,"TD Med Coll, Allepey",RADIO DIAGNOSIS,2,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,393(1),393(1),393(1),-,-,-,-,-,-,-,377(2),377(2),377(2)
,2,AIQ,GEN,Kerala,"TD Med Coll, Allepey",RADIO DIAGNOSIS,0+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,393(1),393(1),393(1),-,-,-,-,-,-,-,377(2),377(2),377(2)
,3,AIQ,GEN,Kerala,"TD Med Coll, Allepey",RADIO DIAGNOSIS,0+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,393(1),393(1),393(1),-,-,-,-,-,-,-,377(2),377(2),377(2)
,1,AIQ,OBC,Bihar,"IGIMS, Patna",RADIO DIAGNOSIS,1,"₹1,60,000*","₹1,22,878*",0,₹0,1170,867(1),1712(1),1712(1),-,-,597(1),597(1),597(1),-,-,380(1),380(1),380(1)
,2,AIQ,OBC,Bihar,"IGIMS, Patna",RADIO DIAGNOSIS,0+1(VV),"₹1,60,000*","₹1,22,878*",0,₹0,1170,867(1),1712(1),1712(1),-,-,597(1),597(1),597(1),-,-,380(1),380(1),380(1)
,3,AIQ,OBC,Bihar,"IGIMS, Patna",RADIO DIAGNOSIS,0+1(VV),"₹1,60,000*","₹1,22,878*",0,₹0,1170,867(1),1712(1),1712(1),-,-,597(1),597(1),597(1),-,-,380(1),380(1),380(1)
,1,AIQ,GEN,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,3,"₹15,000*","₹67,032",1,"₹20,00,000",4800,405(3),405(3),405(3),-,-,333(3),272(3),526(3),-,-,381(3),381(3),381(3)
,2,AIQ,GEN,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,0+3(VV),"₹15,000*","₹67,032",1,"₹20,00,000",4800,405(3),405(3),405(3),-,-,333(3),272(3),526(3),-,-,381(3),381(3),381(3)
,3,AIQ,GEN,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,0+3(VV),"₹15,000*","₹67,032",1,"₹20,00,000",4800,405(3),405(3),405(3),-,-,333(3),272(3),526(3),-,-,381(3),381(3),381(3)
,1,AIQ,OBC,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,1,"₹35,000*","₹1,15,506",2*,"₹40,00,000*",1609,607(1),607(1),607(1),-,-,-,-,-,-,-,343(1),383(2),383(2)
,2,AIQ,OBC,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,1+1(VV),"₹35,000*","₹1,15,506",2*,"₹40,00,000*",1609,607(1),607(1),607(1),-,-,-,-,-,-,-,343(1),383(2),383(2)
,3,AIQ,OBC,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,0+2(VV),"₹35,000*","₹1,15,506",2*,"₹40,00,000*",1609,607(1),607(1),607(1),-,-,-,-,-,-,-,343(1),383(2),383(2)
,1,AIQ,GEN,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,4,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,387(6),465(6),465(6),-,-,221(4),208(4),208(4),-,-,203(4),203(4),388(4)
,2,AIQ,GEN,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,1+1(VV),"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,387(6),465(6),465(6),-,-,221(4),208(4),208(4),-,-,203(4),203(4),388(4)
,3,AIQ,GEN,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,1+1(VV),"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,387(6),465(6),465(6),-,-,221(4),208(4),208(4),-,-,203(4),203(4),388(4)
,1,AIQ,EWS,Delhi,"UCMS, Delhi",GENERAL MEDICINE,1,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,218(1),218(1),218(1),-,-,-,-,-,-,-,390(1),390(1),390(1)
,1,AIQ,OBC,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,481(1),820(1),1134(1),-,-,467(2),630(2),630(2),-,-,218(1),395(1),395(1)
,2,AIQ,OBC,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,481(1),820(1),1134(1),-,-,467(2),630(2),630(2),-,-,218(1),395(1),395(1)
,1,AIQ,OBC,Rajasthan,"SNMC, Jodhpur",RADIO DIAGNOSIS,1,"₹14,093*","₹87,216*",2,"₹1,50,00,000",3101,1175(1),2156(1),1207(1),-,-,721(1),721(1),721(1),-,-,397(1),397(1),397(1)
,2,AIQ,OBC,Rajasthan,"SNMC, Jodhpur",RADIO DIAGNOSIS,0+1(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",3101,1175(1),2156(1),1207(1),-,-,721(1),721(1),721(1),-,-,397(1),397(1),397(1)
,3,AIQ,OBC,Rajasthan,"SNMC, Jodhpur",RADIO DIAGNOSIS,0+1(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",3101,1175(1),2156(1),1207(1),-,-,721(1),721(1),721(1),-,-,397(1),397(1),397(1)
,1,AIQ,GEN,Rajasthan,"SMS, Jaipur",DERMATOLOGY,2,"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,516(3),1095(3),1095(3),-,-,374(3),374(3),502(3),-,-,398(2),398(2),398(2)
,1,AIQ,GEN,Telangana,"ESIC Med Coll,Sanath Nagar",RADIO DIAGNOSIS,1,"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,-,-,-,-,-,404(1),404(1),404(1),-,-,400(1),400(1),400(1)
,2,AIQ,GEN,Telangana,"ESIC Med Coll,Sanath Nagar",RADIO DIAGNOSIS,0+1(VV),"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,-,-,-,-,-,404(1),404(1),404(1),-,-,400(1),400(1),400(1)
,3,AIQ,GEN,Telangana,"ESIC Med Coll,Sanath Nagar",RADIO DIAGNOSIS,0+1(VV),"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,-,-,-,-,-,404(1),404(1),404(1),-,-,400(1),400(1),400(1)
,1,AIQ,GEN,Haryana,"ESIC Med Coll, Faridabad",RADIO DIAGNOSIS,1,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,485(2),606(2),606(2),-,-,352(2),425(2),425(2),-,-,402(1),402(1),402(1)
,2,AIQ,GEN,Haryana,"ESIC Med Coll, Faridabad",RADIO DIAGNOSIS,0+1(VV),"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,485(2),606(2),606(2),-,-,352(2),425(2),425(2),-,-,402(1),402(1),402(1)
,3,AIQ,GEN,Haryana,"ESIC Med Coll, Faridabad",RADIO DIAGNOSIS,0+1(VV),"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,485(2),606(2),606(2),-,-,352(2),425(2),425(2),-,-,402(1),402(1),402(1)
,1,AIQ,OBC,Maharashtra,"Seth GS, Mumbai",DERMATOLOGY,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",2250,841(1),841(1),841(1),-,-,702(1),702(1),702(1),-,-,405(1),405(1),405(1)
,1,AIQ,GEN,Odisha,"SCB, Cuttack",GENERAL MEDICINE,6,"₹35,000*","₹73,042",2*,"₹55,09,464*",2106,549(4),549(4),549(4),-,-,659(5),1139(5),1139(5),-,-,407(6),407(6),407(6)
