Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,
,2,AIQ,EWS,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,0+1(VV),"₹15,000*","₹67,032",1,"₹20,00,000",4800,-,-,-,-,-,1010(1),1010(1),1010(1),-,-,741(1),741(1),741(1)
,3,AIQ,EWS,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,0+1(VV),"₹15,000*","₹67,032",1,"₹20,00,000",4800,-,-,-,-,-,1010(1),1010(1),1010(1),-,-,741(1),741(1),741(1)
,1,AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",RADIO DIAGNOSIS,1,"₹15,000*","₹67,032",1,"₹20,00,000",1200,550(3),645(3),645(3),-,-,464(2),464(2),946(2),3407(1),-,555(1),555(1),742(1)
,2,AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",RADIO DIAGNOSIS,0+1(VV),"₹15,000*","₹67,032",1,"₹20,00,000",1200,550(3),645(3),645(3),-,-,464(2),464(2),946(2),3407(1),-,555(1),555(1),742(1)
,3,AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",RADIO DIAGNOSIS,0+1(VV),"₹15,000*","₹67,032",1,"₹20,00,000",1200,550(3),645(3),645(3),-,-,464(2),464(2),946(2),3407(1),-,555(1),555(1),742(1)
,1,AIQ,OBC,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,1,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,377(1),377(1),377(2),-,-,-,-,-,-,-,361(1),744(1),744(1)
,2,AIQ,OBC,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,377(1),377(1),377(2),-,-,-,-,-,-,-,361(1),744(1),744(1)
,3,AIQ,OBC,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,377(1),377(1),377(2),-,-,-,-,-,-,-,361(1),744(1),744(1)
,1,DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBRADIO DIAGNOSIS,2,"₹1,25,000","₹85,000*",0,₹0,550,530(2),546(2),546(2),-,-,363(2),602(2),602(2),-,-,510(2),754(2),754(2)
,2,DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBRADIO DIAGNOSIS,2,"₹1,25,000","₹85,000*",0,₹0,550,530(2),546(2),546(2),-,-,363(2),602(2),602(2),-,-,510(2),754(2),754(2)
,3,DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBRADIO DIAGNOSIS,0+1(VV),"₹1,25,000","₹85,000*",0,₹0,550,530(2),546(2),546(2),-,-,363(2),602(2),602(2),-,-,510(2),754(2),754(2)
,1,AIQ,EWS,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,1,"₹1,75,000*","₹96,951",1*,"₹40,00,000*",1257,931(1),882(1),882(1),-,-,1024(1),1024(1),1024(1),-,-,861(1),755(1),755(1)
,2,AIQ,EWS,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,0+1(VV),"₹1,75,000*","₹96,951",1*,"₹40,00,000*",1257,931(1),882(1),882(1),-,-,1024(1),1024(1),1024(1),-,-,861(1),755(1),755(1)
,3,AIQ,EWS,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,0+1(VV),"₹1,75,000*","₹96,951",1*,"₹40,00,000*",1257,931(1),882(1),882(1),-,-,1024(1),1024(1),1024(1),-,-,861(1),755(1),755(1)
,1,AIQ,GEN,Goa,"Goa Med Coll, Panaji",ENT,1,"₹1,22,522*","₹80,000*",1*,"₹50,00,000*",1160,-,-,-,-,-,3911(1),11509(1),14175(1),-,-,4969(1),12666(1),756(1)
,2,AIQ,GEN,Goa,"Goa Med Coll, Panaji",ENT,1,"₹1,22,522*","₹80,000*",1*,"₹50,00,000*",1160,-,-,-,-,-,3911(1),11509(1),14175(1),-,-,4969(1),12666(1),756(1)
,3,AIQ,GEN,Goa,"Goa Med Coll, Panaji",ENT,1,"₹1,22,522*","₹80,000*",1*,"₹50,00,000*",1160,-,-,-,-,-,3911(1),11509(1),14175(1),-,-,4969(1),12666(1),756(1)
,1,AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,3,"₹15,000*","₹67,032",1,"₹20,00,000",1200,437(5),437(5),437(5),-,-,701(4),701(4),735(4),4285(1),-,519(3),667(3),758(3)
,2,AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,0+3(VV),"₹15,000*","₹67,032",1,"₹20,00,000",1200,437(5),437(5),437(5),-,-,701(4),701(4),735(4),4285(1),-,519(3),667(3),758(3)
,3,AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,1+2(VV),"₹15,000*","₹67,032",1,"₹20,00,000",1200,437(5),437(5),437(5),-,-,701(4),701(4),735(4),4285(1),-,519(3),667(3),758(3)
,1,AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",DERMATOLOGY,1,"₹14,093*","₹87,216*",2,"₹1,50,00,000",1570,-,-,-,-,-,-,-,-,-,-,759(1),759(1),759(1)
,1,AIQ,GEN,Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",RADIO DIAGNOSIS,2,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1100,732(2),811(2),825(2),-,-,621(2),621(2),641(2),-,-,752(2),752(2),765(2)
,2,AIQ,GEN,Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",RADIO DIAGNOSIS,0+1(VV),"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1100,732(2),811(2),825(2),-,-,621(2),621(2),641(2),-,-,752(2),752(2),765(2)
,3,AIQ,GEN,Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",RADIO DIAGNOSIS,1,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1100,732(2),811(2),825(2),-,-,621(2),621(2),641(2),-,-,752(2),752(2),765(2)
,1,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,1,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,1177(2),1177(2),1657(2),-,-,1470(1),1470(1),1470(1),-,-,767(1),767(1),767(1)
,2,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,0+1(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,1177(2),1177(2),1657(2),-,-,1470(1),1470(1),1470(1),-,-,767(1),767(1),767(1)
,3,AIQ,EWS,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,0+1(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,1177(2),1177(2),1657(2),-,-,1470(1),1470(1),1470(1),-,-,767(1),767(1),767(1)
,1,AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,1,"₹30,000*","₹60,823",0*,₹0*,1030,679(1),740(1),1120(1),-,-,656(2),656(2),732(2),-,-,531(1),531(1),769(1)
,2,AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,0+1(VV),"₹30,000*","₹60,823",0*,₹0*,1030,679(1),740(1),1120(1),-,-,656(2),656(2),732(2),-,-,531(1),531(1),769(1)
,3,AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,0+1(VV),"₹30,000*","₹60,823",0*,₹0*,1030,679(1),740(1),1120(1),-,-,656(2),656(2),732(2),-,-,531(1),531(1),769(1)
,1,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,1,"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",1130,431(1),825(1),783(1),-,-,349(2),503(2),503(2),-,-,698(1),772(1),772(1)
,2,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,0+1(VV),"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",1130,431(1),825(1),783(1),-,-,349(2),503(2),503(2),-,-,698(1),772(1),772(1)
,3,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,0+1(VV),"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",1130,431(1),825(1),783(1),-,-,349(2),503(2),503(2),-,-,698(1),772(1),772(1)
,1,AIQ,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,324(1),686(1),816(1),-,-,229(1),268(1),268(1),-,-,231(1),681(1),773(1)
,2,AIQ,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,324(1),686(1),816(1),-,-,229(1),268(1),268(1),-,-,231(1),681(1),773(1)
,3,AIQ,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,324(1),686(1),816(1),-,-,229(1),268(1),268(1),-,-,231(1),681(1),773(1)
,1,AIQ,GEN,Rajasthan,"Govt Med Coll, Kota",RADIO DIAGNOSIS,1,"₹14,093*","₹87,216*",2,"₹1,50,00,000",2581,611(1),627(1),627(1),-,-,449(1),449(1),449(1),-,-,317(1),915(1),777(1)
,2,AIQ,GEN,Rajasthan,"Govt Med Coll, Kota",RADIO DIAGNOSIS,0+1(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",2581,611(1),627(1),627(1),-,-,449(1),449(1),449(1),-,-,317(1),915(1),777(1)
,3,AIQ,GEN,Rajasthan,"Govt Med Coll, Kota",RADIO DIAGNOSIS,1,"₹14,093*","₹87,216*",2,"₹1,50,00,000",2581,611(1),627(1),627(1),-,-,449(1),449(1),449(1),-,-,317(1),915(1),777(1)
,1,AIQ,EWS,Rajasthan,"RNT, Udaipur",RADIO DIAGNOSIS,1,"₹14,093*","₹87,216*",2,"₹1,50,00,000",2206,-,-,-,-,-,-,-,-,-,-,778(1),778(1),778(1)
