Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,
,1,AIQ,GEN,Karnataka,"ESI, Bangalore",GENERAL MEDICINE,1,"₹2,50,000*","₹1,14,016*",2*,"₹10,00,000*",530,1520(2),1854(2),1854(2),-,-,743(1),743(1),743(1),-,-,677(1),677(1),677(1)
,2,AIQ,GEN,Karnataka,"ESI, Bangalore",GENERAL MEDICINE,0+1(VV),"₹2,50,000*","₹1,14,016*",2*,"₹10,00,000*",530,1520(2),1854(2),1854(2),-,-,743(1),743(1),743(1),-,-,677(1),677(1),677(1)
,3,AIQ,GEN,Karnataka,"ESI, Bangalore",GENERAL MEDICINE,0+1(VV),"₹2,50,000*","₹1,14,016*",2*,"₹10,00,000*",530,1520(2),1854(2),1854(2),-,-,743(1),743(1),743(1),-,-,677(1),677(1),677(1)
,1,AIQ,GEN,Karnataka,"KIMS, Hubli",RADIO DIAGNOSIS,1,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1200,728(1),735(1),996(1),-,-,-,-,-,-,-,472(1),679(1),679(1)
,2,AIQ,GEN,Karnataka,"KIMS, Hubli",RADIO DIAGNOSIS,1,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1200,728(1),735(1),996(1),-,-,-,-,-,-,-,472(1),679(1),679(1)
,3,AIQ,GEN,Karnataka,"KIMS, Hubli",RADIO DIAGNOSIS,0+1(VV),"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1200,728(1),735(1),996(1),-,-,-,-,-,-,-,472(1),679(1),679(1)
,1,AIQ,OBC,Delhi,"VMMC, Delhi",GENERAL MEDICINE,3,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,305(4),334(4),506(4),-,-,328(3),328(3),328(3),-,-,543(3),680(3),680(3)
,2,AIQ,OBC,Delhi,"VMMC, Delhi",GENERAL MEDICINE,1+2(VV),"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,305(4),334(4),506(4),-,-,328(3),328(3),328(3),-,-,543(3),680(3),680(3)
,3,AIQ,OBC,Delhi,"VMMC, Delhi",GENERAL MEDICINE,0+2(VV),"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,305(4),334(4),506(4),-,-,328(3),328(3),328(3),-,-,543(3),680(3),680(3)
,1,AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,5,"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,591(4),591(4),591(4),-,-,515(5),760(5),1798(5),-,-,594(5),686(5),686(5)
,2,AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,1+2(VV),"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,591(4),591(4),591(4),-,-,515(5),760(5),1798(5),-,-,594(5),686(5),686(5)
,3,AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,0+1(VV),"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,591(4),591(4),591(4),-,-,515(5),760(5),1798(5),-,-,594(5),686(5),686(5)
,1,AIQ,GEN,Odisha,"SCB, Cuttack",RADIO DIAGNOSIS,1,"₹35,000*","₹73,042",2*,"₹55,09,464*",2106,654(2),1239(2),1239(2),-,-,629(2),887(2),908(2),-,-,581(1),687(1),687(1)
,2,AIQ,GEN,Odisha,"SCB, Cuttack",RADIO DIAGNOSIS,1,"₹35,000*","₹73,042",2*,"₹55,09,464*",2106,654(2),1239(2),1239(2),-,-,629(2),887(2),908(2),-,-,581(1),687(1),687(1)
,1,AIQ,OBC,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,2,"₹48,226*","₹1,12,054*",0,₹0,2424,438(1),719(1),719(1),-,-,987(2),1054(2),1054(2),-,-,680(2),694(2),694(2)
,2,AIQ,OBC,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,0+2(VV),"₹48,226*","₹1,12,054*",0,₹0,2424,438(1),719(1),719(1),-,-,987(2),1054(2),1054(2),-,-,680(2),694(2),694(2)
,3,AIQ,OBC,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,0+2(VV),"₹48,226*","₹1,12,054*",0,₹0,2424,438(1),719(1),719(1),-,-,987(2),1054(2),1054(2),-,-,680(2),694(2),694(2)
,1,AIQ,SC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,1,"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,430(1),430(1),430(1),-,-,1237(2),1237(2),1237(2),-,-,708(1),708(1),708(1)
,2,AIQ,SC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,430(1),430(1),430(1),-,-,1237(2),1237(2),1237(2),-,-,708(1),708(1),708(1)
,3,AIQ,SC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,430(1),430(1),430(1),-,-,1237(2),1237(2),1237(2),-,-,708(1),708(1),708(1)
,1,DNB Post MBBS,GEN,Gujarat,"Apollo Hospital,Gandhinagar",DNBGENERAL MEDICINE,1,"₹1,25,000","₹1,00,800*",0,₹0,300,4066(1),6351(1),6351(1),-,-,4583(1),5080(1),5080(1),-,-,709(1),709(1),709(1)
,2,DNB Post MBBS,GEN,Gujarat,"Apollo Hospital,Gandhinagar",DNBGENERAL MEDICINE,0+1(VV),"₹1,25,000","₹1,00,800*",0,₹0,300,4066(1),6351(1),6351(1),-,-,4583(1),5080(1),5080(1),-,-,709(1),709(1),709(1)
,3,DNB Post MBBS,GEN,Gujarat,"Apollo Hospital,Gandhinagar",DNBGENERAL MEDICINE,0+1(VV),"₹1,25,000","₹1,00,800*",0,₹0,300,4066(1),6351(1),6351(1),-,-,4583(1),5080(1),5080(1),-,-,709(1),709(1),709(1)
,1,IP,EWS,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,1,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,371(1),371(1),371(1),-,-,-,-,-,-,-,711(1),711(1),711(1)
,2,IP,EWS,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,371(1),371(1),371(1),-,-,-,-,-,-,-,711(1),711(1),711(1)
,3,IP,EWS,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,371(1),371(1),371(1),-,-,-,-,-,-,-,711(1),711(1),711(1)
,1,AIQ,GEN,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,5,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,455(3),789(3),999(3),-,-,302(3),610(3),674(3),-,-,308(5),527(5),714(5)
,2,AIQ,GEN,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,4,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,455(3),789(3),999(3),-,-,302(3),610(3),674(3),-,-,308(5),527(5),714(5)
,3,AIQ,GEN,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,2,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,455(3),789(3),999(3),-,-,302(3),610(3),674(3),-,-,308(5),527(5),714(5)
,1,AIQ,GEN,Jammu and Kashmir,"Govt Med Coll, Jammu",RADIO DIAGNOSIS,1,"₹25,000*","₹63,240",0*,₹0*,2663,797(3),1021(3),1021(3),-,-,671(2),671(2),671(2),-,-,717(1),717(1),717(1)
,1,AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",RADIO DIAGNOSIS,3,"₹14,093*","₹87,216*",2,"₹1,50,00,000",1570,627(1),643(1),643(1),-,-,606(2),606(2),606(2),-,-,695(3),722(3),722(3)
,2,AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",RADIO DIAGNOSIS,2+1(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",1570,627(1),643(1),643(1),-,-,606(2),606(2),606(2),-,-,695(3),722(3),722(3)
,3,AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",RADIO DIAGNOSIS,0+3(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",1570,627(1),643(1),643(1),-,-,606(2),606(2),606(2),-,-,695(3),722(3),722(3)
,1,AIQ,GEN,Maharashtra,"Pimpri Chinchwad, Pimpri",DERMATOLOGY,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",750,1422(1),874(1),2528(1),-,-,817(1),1600(1),1600(1),-,-,525(1),1028(1),723(1)
,2,AIQ,GEN,Maharashtra,"Pimpri Chinchwad, Pimpri",DERMATOLOGY,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",750,1422(1),874(1),2528(1),-,-,817(1),1600(1),1600(1),-,-,525(1),1028(1),723(1)
,3,AIQ,GEN,Maharashtra,"Pimpri Chinchwad, Pimpri",DERMATOLOGY,0+1(VV),"₹1,57,100*","₹93,559",1,"₹50,00,000",750,1422(1),874(1),2528(1),-,-,817(1),1600(1),1600(1),-,-,525(1),1028(1),723(1)
