Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,
,1,AIQ,OBC,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,2,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,116(3),116(3),116(3),-,-,48(2),48(2),48(2),-,-,49(2),49(2),49(2)
,1,AIQ,GEN,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",RADIO DIAGNOSIS,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",1177,517(3),854(3),852(3),2265(1),-,471(4),530(4),639(4),-,-,568(1),63(1),63(1)
,2,AIQ,GEN,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",RADIO DIAGNOSIS,0+1(VV),"₹1,57,100*","₹93,559",1,"₹50,00,000",1177,517(3),854(3),852(3),2265(1),-,471(4),530(4),639(4),-,-,568(1),63(1),63(1)
,1,AIQ,GEN,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,3,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,67(4),75(4),75(4),-,-,46(2),46(2),46(2),-,-,73(3),73(3),73(3)
,2,AIQ,GEN,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,0+2(VV),"₹51,000","₹1,36,008",1,"₹20,00,000",1626,67(4),75(4),75(4),-,-,46(2),46(2),46(2),-,-,73(3),73(3),73(3)
,3,AIQ,GEN,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,0+2(VV),"₹51,000","₹1,36,008",1,"₹20,00,000",1626,67(4),75(4),75(4),-,-,46(2),46(2),46(2),-,-,73(3),73(3),73(3)
,1,AIQ,GEN,Delhi,"MAMC, Delhi",GENERAL MEDICINE,5,"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,44(4),44(4),44(4),-,-,39(3),64(3),64(3),-,-,62(5),75(5),75(5)
,2,AIQ,GEN,Delhi,"MAMC, Delhi",GENERAL MEDICINE,0+5(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,44(4),44(4),44(4),-,-,39(3),64(3),64(3),-,-,62(5),75(5),75(5)
,3,AIQ,GEN,Delhi,"MAMC, Delhi",GENERAL MEDICINE,0+5(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,44(4),44(4),44(4),-,-,39(3),64(3),64(3),-,-,62(5),75(5),75(5)
,1,AIQ,GEN,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,1,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,158(2),158(2),158(2),-,-,172(3),172(3),172(3),-,-,16(1),76(1),76(1)
,2,AIQ,GEN,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,1,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,158(2),158(2),158(2),-,-,172(3),172(3),172(3),-,-,16(1),76(1),76(1)
,1,AIQ,GEN,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,2,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,350(3),564(3),564(3),-,-,19(1),19(1),19(1),-,-,79(2),79(2),79(2)
,1,AIQ,EWS,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,1,"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,137(1),145(1),145(1),-,-,218(2),218(2),218(2),-,-,86(1),86(1),86(1)
,2,AIQ,EWS,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,137(1),145(1),145(1),-,-,218(2),218(2),218(2),-,-,86(1),86(1),86(1)
,3,AIQ,EWS,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,137(1),145(1),145(1),-,-,218(2),218(2),218(2),-,-,86(1),86(1),86(1)
,1,AIQ,OBC,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,450(1),450(1),450(1),-,-,367(2),367(2),367(2),-,-,87(1),87(1),87(1)
,1,AIQ,OBC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,3,"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,242(3),336(3),336(3),-,-,153(2),153(2),153(2),-,-,94(3),94(3),94(3)
,2,AIQ,OBC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+2(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,242(3),336(3),336(3),-,-,153(2),153(2),153(2),-,-,94(3),94(3),94(3)
,3,AIQ,OBC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,0+2(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,242(3),336(3),336(3),-,-,153(2),153(2),153(2),-,-,94(3),94(3),94(3)
,1,AIQ,GEN,Maharashtra,"Topiwala, Mumbai",RADIO DIAGNOSIS,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",1300,338(2),467(2),482(2),1685(1),-,273(1),259(1),447(1),-,-,484(1),584(1),95(1)
,2,AIQ,GEN,Maharashtra,"Topiwala, Mumbai",RADIO DIAGNOSIS,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",1300,338(2),467(2),482(2),1685(1),-,273(1),259(1),447(1),-,-,484(1),584(1),95(1)
,3,AIQ,GEN,Maharashtra,"Topiwala, Mumbai",RADIO DIAGNOSIS,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",1300,338(2),467(2),482(2),1685(1),-,273(1),259(1),447(1),-,-,484(1),584(1),95(1)
,1,AIQ,GEN,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,2,"₹1,57,100*","₹93,559",1,"₹50,00,000",2250,35(2),35(2),35(2),-,-,34(2),34(2),34(2),-,-,58(2),96(2),96(2)
,2,AIQ,GEN,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,1,"₹1,57,100*","₹93,559",1,"₹50,00,000",2250,35(2),35(2),35(2),-,-,34(2),34(2),34(2),-,-,58(2),96(2),96(2)
,3,AIQ,GEN,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,0+1(VV),"₹1,57,100*","₹93,559",1,"₹50,00,000",2250,35(2),35(2),35(2),-,-,34(2),34(2),34(2),-,-,58(2),96(2),96(2)
,1,AIQ,GEN,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,2,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,105(2),105(2),105(2),-,-,117(3),117(3),117(3),-,-,98(2),98(2),98(2)
,2,AIQ,GEN,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,0+1(VV),"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,105(2),105(2),105(2),-,-,117(3),117(3),117(3),-,-,98(2),98(2),98(2)
,1,AIQ,EWS,Delhi,"MAMC, Delhi",GENERAL MEDICINE,1,"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,112(1),112(1),112(1),-,-,66(1),264(1),405(1),-,-,99(1),99(1),99(1)
,2,AIQ,EWS,Delhi,"MAMC, Delhi",GENERAL MEDICINE,0+1(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,112(1),112(1),112(1),-,-,66(1),264(1),405(1),-,-,99(1),99(1),99(1)
,3,AIQ,EWS,Delhi,"MAMC, Delhi",GENERAL MEDICINE,0+1(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,112(1),112(1),112(1),-,-,66(1),264(1),405(1),-,-,99(1),99(1),99(1)
,1,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,3,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,119(3),157(3),170(3),-,-,142(4),142(4),142(4),-,-,83(3),107(3),107(3)
,2,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,1+2(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,119(3),157(3),170(3),-,-,142(4),142(4),142(4),-,-,83(3),107(3),107(3)
,3,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,0+3(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,119(3),157(3),170(3),-,-,142(4),142(4),142(4),-,-,83(3),107(3),107(3)
,1,AIQ,GEN,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,5,"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,41(4),41(4),41(4),-,-,31(3),31(3),31(3),-,-,60(5),108(5),108(5)
,2,AIQ,GEN,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,1+3(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,41(4),41(4),41(4),-,-,31(3),31(3),31(3),-,-,60(5),108(5),108(5)
,3,AIQ,GEN,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,1+3(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,41(4),41(4),41(4),-,-,31(3),31(3),31(3),-,-,60(5),108(5),108(5)
,1,AIQ,GEN,Kerala,"Govt Med Coll, Thrissur",GENERAL MEDICINE,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,545(2),982(2),982(2),-,-,563(3),1341(3),1434(3),-,-,114(1),114(1),114(1)
,1,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,1,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,75(1),84(1),84(1),-,-,53(1),53(1),53(1),-,-,108(1),116(1),116(1)
,2,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,75(1),84(1),84(1),-,-,53(1),53(1),53(1),-,-,108(1),116(1),116(1)
,3,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,0+1(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,75(1),84(1),84(1),-,-,53(1),53(1),53(1),-,-,108(1),116(1),116(1)
