Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,
,2,AIQ,GEN,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,2+2(VV),"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,229(3),229(3),229(3),-,-,50(2),50(2),73(2),-,-,156(4),307(4),307(4)
,3,AIQ,GEN,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,0+3(VV),"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,229(3),229(3),229(3),-,-,50(2),50(2),73(2),-,-,156(4),307(4),307(4)
,1,AIQ,GEN,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,2,"₹12,000*","₹61,634",3*,"₹30,00,000*",2300,222(2),222(2),222(2),-,-,144(2),144(2),144(2),-,-,309(2),309(2),309(2)
,1,AIQ,GEN,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,6,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,339(5),339(5),438(5),-,-,263(6),263(6),263(6),-,-,228(6),229(6),316(6)
,2,AIQ,GEN,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,0+3(VV),"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,339(5),339(5),438(5),-,-,263(6),263(6),263(6),-,-,228(6),229(6),316(6)
,3,AIQ,GEN,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,0+3(VV),"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,339(5),339(5),438(5),-,-,263(6),263(6),263(6),-,-,228(6),229(6),316(6)
,1,AIQ,GEN,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,6,"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,421(6),448(6),448(6),-,-,206(5),206(5),206(5),-,-,289(6),317(6),317(6)
,2,AIQ,GEN,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,1+5(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,421(6),448(6),448(6),-,-,206(5),206(5),206(5),-,-,289(6),317(6),317(6)
,3,AIQ,GEN,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,0+6(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,421(6),448(6),448(6),-,-,206(5),206(5),206(5),-,-,289(6),317(6),317(6)
,1,AIQ,GEN,Delhi,"UCMS, Delhi",GENERAL MEDICINE,1,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,117(2),122(2),122(2),-,-,150(4),166(4),324(4),-,-,164(1),164(1),319(1)
,2,AIQ,GEN,Delhi,"UCMS, Delhi",GENERAL MEDICINE,1,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,117(2),122(2),122(2),-,-,150(4),166(4),324(4),-,-,164(1),164(1),319(1)
,3,AIQ,GEN,Delhi,"UCMS, Delhi",GENERAL MEDICINE,1,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,117(2),122(2),122(2),-,-,150(4),166(4),324(4),-,-,164(1),164(1),319(1)
,1,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",OBG,2,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,862(3),1238(3),1238(3),-,-,603(5),603(5),1132(5),-,-,324(2),324(2),324(2)
,2,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",OBG,1,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,862(3),1238(3),1238(3),-,-,603(5),603(5),1132(5),-,-,324(2),324(2),324(2)
,1,AIQ,GEN,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,4,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,97(1),198(1),79(1),-,-,79(1),79(1),82(1),-,-,187(4),341(4),332(4)
,2,AIQ,GEN,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,1+3(VV),"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,97(1),198(1),79(1),-,-,79(1),79(1),82(1),-,-,187(4),341(4),332(4)
,3,AIQ,GEN,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,0+4(VV),"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,97(1),198(1),79(1),-,-,79(1),79(1),82(1),-,-,187(4),341(4),332(4)
,1,AIQ,EWS,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,1,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,-,-,-,-,-,483(1),483(1),483(1),-,-,334(1),334(1),334(1)
,2,AIQ,EWS,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,0+1(VV),"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,-,-,-,-,-,483(1),483(1),483(1),-,-,334(1),334(1),334(1)
,3,AIQ,EWS,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,0+1(VV),"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,-,-,-,-,-,483(1),483(1),483(1),-,-,334(1),334(1),334(1)
,1,AIQ,EWS,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,1,"₹48,226*","₹1,12,054*",0,₹0,2424,-,-,-,-,-,187(1),187(1),552(1),-,-,335(1),335(1),335(1)
,1,AIQ,OBC,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,2,"₹1,57,100*","₹93,559",1,"₹50,00,000",2844,564(2),576(2),529(2),-,-,-,-,-,-,-,383(2),337(2),337(2)
,2,AIQ,OBC,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,1+1(VV),"₹1,57,100*","₹93,559",1,"₹50,00,000",2844,564(2),576(2),529(2),-,-,-,-,-,-,-,383(2),337(2),337(2)
,3,AIQ,OBC,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,0+2(VV),"₹1,57,100*","₹93,559",1,"₹50,00,000",2844,564(2),576(2),529(2),-,-,-,-,-,-,-,383(2),337(2),337(2)
,1,AIQ,GEN,Uttar Pradesh,"JNMC (AMU), Aligarh",RADIO DIAGNOSIS,2,"₹54,700*","₹1,14,975*",0,₹0,1269,152(2),152(2),152(2),-,-,324(2),329(2),481(2),-,-,326(2),393(2),339(2)
,2,AIQ,GEN,Uttar Pradesh,"JNMC (AMU), Aligarh",RADIO DIAGNOSIS,0+1(VV),"₹54,700*","₹1,14,975*",0,₹0,1269,152(2),152(2),152(2),-,-,324(2),329(2),481(2),-,-,326(2),393(2),339(2)
,3,AIQ,GEN,Uttar Pradesh,"JNMC (AMU), Aligarh",RADIO DIAGNOSIS,1,"₹54,700*","₹1,14,975*",0,₹0,1269,152(2),152(2),152(2),-,-,324(2),329(2),481(2),-,-,326(2),393(2),339(2)
,1,AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,1,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,1044(1),1044(1),1044(1),-,-,914(1),911(1),1724(1),-,-,344(1),344(1),344(1)
,2,AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,0+1(VV),"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,1044(1),1044(1),1044(1),-,-,914(1),911(1),1724(1),-,-,344(1),344(1),344(1)
,3,AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,0+1(VV),"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,1044(1),1044(1),1044(1),-,-,914(1),911(1),1724(1),-,-,344(1),344(1),344(1)
,1,AIQ,GEN,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,2,"₹35,000*","₹1,15,506",2*,"₹40,00,000*",1609,89(1),89(1),89(1),-,-,135(3),135(3),135(3),-,-,104(2),347(2),347(2)
,2,AIQ,GEN,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,0+1(VV),"₹35,000*","₹1,15,506",2*,"₹40,00,000*",1609,89(1),89(1),89(1),-,-,135(3),135(3),135(3),-,-,104(2),347(2),347(2)
,3,AIQ,GEN,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,0+1(VV),"₹35,000*","₹1,15,506",2*,"₹40,00,000*",1609,89(1),89(1),89(1),-,-,135(3),135(3),135(3),-,-,104(2),347(2),347(2)
