Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,
,3,AIQ,GEN,Uttar Pradesh,"SGPGI, Lucknow",NUCLEAR MEDICINE,0+1(VV),"₹35,000*","₹1,15,506",2*,"₹40,00,000*",1609,1389(2),1389(2),1389(2),-,-,1298(2),2026(2),2026(2),-,-,526(2),526(2),526(2)
,1,AIQ,SC,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,2216(1),2216(1),2216(1),-,-,3683(1),3683(1),3683(1),-,-,528(1),528(1),528(1)
,1,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,6,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,483(4),483(4),483(4),-,-,550(5),580(5),825(5),-,-,529(6),529(6),529(6)
,2,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,0+1(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,483(4),483(4),483(4),-,-,550(5),580(5),825(5),-,-,529(6),529(6),529(6)
,3,AIQ,GEN,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,0+1(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,483(4),483(4),483(4),-,-,550(5),580(5),825(5),-,-,529(6),529(6),529(6)
,1,AIQ,GEN,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,1,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1050,572(3),728(3),575(3),-,-,294(2),336(2),443(2),-,-,462(1),472(2),531(2)
,2,AIQ,GEN,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,2,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1050,572(3),728(3),575(3),-,-,294(2),336(2),443(2),-,-,462(1),472(2),531(2)
,3,AIQ,GEN,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,2,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1050,572(3),728(3),575(3),-,-,294(2),336(2),443(2),-,-,462(1),472(2),531(2)
,1,AIQ,GEN,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,11,"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,466(13),478(13),478(13),787(1),2515(1),455(12),473(12),510(12),-,-,439(11),538(11),538(11)
,2,AIQ,GEN,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,4+7(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,466(13),478(13),478(13),787(1),2515(1),455(12),473(12),510(12),-,-,439(11),538(11),538(11)
,3,AIQ,GEN,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,0+9(VV),"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,466(13),478(13),478(13),787(1),2515(1),455(12),473(12),510(12),-,-,439(11),538(11),538(11)
,1,AIQ,OBC,Delhi,"MAMC, Delhi",GENERAL MEDICINE,3,"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,245(3),253(3),406(3),-,-,314(3),314(3),345(3),-,-,464(3),543(3),543(3)
,2,AIQ,OBC,Delhi,"MAMC, Delhi",GENERAL MEDICINE,0+3(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,245(3),253(3),406(3),-,-,314(3),314(3),345(3),-,-,464(3),543(3),543(3)
,3,AIQ,OBC,Delhi,"MAMC, Delhi",GENERAL MEDICINE,0+3(VV),"₹16,200*","₹1,32,336*",1,"₹20,00,000",2800,245(3),253(3),406(3),-,-,314(3),314(3),345(3),-,-,464(3),543(3),543(3)
,1,AIQ,GEN,Uttar Pradesh,"IMS(BHU), Varanasi",DERMATOLOGY,2,"₹48,226*","₹1,12,054*",0,₹0,2424,388(2),418(2),418(2),-,-,295(1),538(1),538(1),-,-,392(2),392(2),549(2)
,2,AIQ,GEN,Uttar Pradesh,"IMS(BHU), Varanasi",DERMATOLOGY,0+2(VV),"₹48,226*","₹1,12,054*",0,₹0,2424,388(2),418(2),418(2),-,-,295(1),538(1),538(1),-,-,392(2),392(2),549(2)
,3,AIQ,GEN,Uttar Pradesh,"IMS(BHU), Varanasi",DERMATOLOGY,0+2(VV),"₹48,226*","₹1,12,054*",0,₹0,2424,388(2),418(2),418(2),-,-,295(1),538(1),538(1),-,-,392(2),392(2),549(2)
,1,AIQ,ST,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,1,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,5966(1),5966(1),7926(1),-,-,6438(1),6438(1),5995(1),-,-,552(1),552(1),552(1)
,1,AIQ,GEN,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,2,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,321(1),321(1),321(1),-,-,202(3),494(3),494(3),-,-,118(2),118(2),555(2)
,2,AIQ,GEN,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,0+2(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,321(1),321(1),321(1),-,-,202(3),494(3),494(3),-,-,118(2),118(2),555(2)
,3,AIQ,GEN,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,1+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,321(1),321(1),321(1),-,-,202(3),494(3),494(3),-,-,118(2),118(2),555(2)
,1,AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",2094,755(2),1061(2),1061(2),-,-,921(1),921(1),921(1),-,-,301(1),560(1),560(1)
,2,AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",2094,755(2),1061(2),1061(2),-,-,921(1),921(1),921(1),-,-,301(1),560(1),560(1)
,3,AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,0+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",2094,755(2),1061(2),1061(2),-,-,921(1),921(1),921(1),-,-,301(1),560(1),560(1)
,2,DU,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,2,"₹16,200*","₹1,26,927*",1,"₹20,00,000",714,-,-,-,-,-,164(1),164(1),164(1),-,-,-,562(2),562(2)
,3,DU,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,0+2(VV),"₹16,200*","₹1,26,927*",1,"₹20,00,000",714,-,-,-,-,-,164(1),164(1),164(1),-,-,-,562(2),562(2)
,1,DNB Post MBBS,GEN,Maharashtra,"PD Hinduja, Mumbai",DNBRADIO DIAGNOSIS,2,"₹1,25,000","₹89,700",0,₹0,400,578(2),731(2),989(2),-,-,425(2),712(2),712(2),-,-,612(2),773(2),565(2)
,2,DNB Post MBBS,GEN,Maharashtra,"PD Hinduja, Mumbai",DNBRADIO DIAGNOSIS,1+1(VV),"₹1,25,000","₹89,700",0,₹0,400,578(2),731(2),989(2),-,-,425(2),712(2),712(2),-,-,612(2),773(2),565(2)
,3,DNB Post MBBS,GEN,Maharashtra,"PD Hinduja, Mumbai",DNBRADIO DIAGNOSIS,1+1(VV),"₹1,25,000","₹89,700",0,₹0,400,578(2),731(2),989(2),-,-,425(2),712(2),712(2),-,-,612(2),773(2),565(2)
,1,AIQ,GEN,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,2,"₹1,75,000*","₹96,951",1*,"₹40,00,000*",1257,525(2),770(2),770(2),-,-,-,-,-,-,-,521(2),567(2),567(2)
